,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(146)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'LogisticRegression(C=22769.02038202492, class_weight=None, dual=False, max_iter=1000, n_jobs=1, penalty=l1, solver=saga)'))",0.5468480505885016,0.944815804651938,10.015201658602622,0.8798786230234014,"(('SequentialPipeline', 'FeatureSetSelector(146)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(146)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155308b716f0>,99.0,1764895440.2567909,1764895441.4891238,,,3.0,3.0,3.0,146,0.5301638498189483,0.5313243457573354,0.5281135049921177,0.5345744680851063
"('SequentialPipeline', 'FeatureSetSelector(520)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5884486051380715,0.5848189497356159,7.187531259125303,0.4728140766996711,"(('SequentialPipeline', 'FeatureSetSelector(370)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553aa907bb0>,99.0,1764895439.8486133,1764895445.0223174,,,1.0,1.0,1.0,520,0.5585307369556751,0.581725888324873,0.5563106796116505,0.6095744680851064
"('SequentialPipeline', 'FeatureSetSelector(156)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)'))",0.5728178757356269,0.6918016213110102,7.900557082893193,0.5803095674984207,"(('SequentialPipeline', 'FeatureSetSelector(393)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(393)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155366bd81c0>,99.0,1764895439.6511464,1764895442.4225676,,,2.0,2.0,2.0,156,0.5439983398835246,0.5590582079790712,0.5500643500643501,0.5683510638297873
"('SequentialPipeline', 'FeatureSetSelector(166)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.571666902444545,0.8000882648495782,8.64873159187471,0.682082356512242,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553be66cfa0>,99.0,1764895439.2258701,1764895443.6152668,,,3.0,3.0,2.0,166,0.5483488727741296,0.5615956198670317,0.5507542827921248,0.5728723404255319
"('SequentialPipeline', 'FeatureSetSelector(428)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.575210856156632,0.6855798288128159,7.850759780421192,0.5801054059607644,"(('SequentialPipeline', 'FeatureSetSelector(357)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(357)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553a77c8d30>,99.0,1764895439.1515162,1764895442.5037003,,,2.0,1.0,2.0,428,0.5525859289906058,0.5676822213652141,0.5493903956208012,0.5872340425531914
"('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)'))",0.5976197869511091,0.7038898986665391,7.846794830301762,0.5616650348077906,"(('SequentialPipeline', 'FeatureSetSelector(538)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.005039839560418313)', frozenset({'FeatureUnion', 'ZeroCount()'}), 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.20564034261678937, min_samples_leaf=6, min_samples_split=12, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553133323b0>,99.0,1764895439.075398,1764895470.4617932,,,2.0,1.0,1.0,538,0.5615843584066232,0.5952143569292123,0.5600375234521576,0.6351063829787233
"('SequentialPipeline', 'FeatureSetSelector(526)', ('SequentialPipeline', 'RobustScaler(q_max=0.9606801264470071, q_min=0.006373592419201737)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)'))",0.5910373755092803,0.6540401303153293,7.529237553719523,0.4775187539300506,"(('SequentialPipeline', 'FeatureSetSelector(228)', ('SequentialPipeline', 'RobustScaler(q_max=0.9606801264470071, q_min=0.006373592419201737)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(228)', ('SequentialPipeline', 'RobustScaler(q_max=0.9606801264470071, q_min=0.006373592419201737)', 'SelectPercentile(percentile=94.07764802910837)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion=gini, max_features=0.26219708238014516, min_samples_leaf=15, min_samples_split=17, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15536a1de380>,99.0,1764895438.964805,1764895461.9039855,,,1.0,1.0,1.0,526,0.5593678086224969,0.5768200943516512,0.5540044085231447,0.6015957446808511
"('SequentialPipeline', 'FeatureSetSelector(407)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5534247326278859,0.6101519860481879,6.743214854126519,0.310881491039163,"(('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15537bb55060>,99.0,1764895438.7694411,1764895441.2472308,,,1.0,0.0,0.0,407,0.5360187520666353,0.5532023475376372,0.5316331535066209,0.5765957446808511
"('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=None, max_depth=3, n_estimators=60, n_jobs=1, num_leaves=50, verbose=-1)'))",0.5703682025237664,0.5325895052457668,7.315636381544529,0.3106086938587729,"(('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15531a5f9810>,99.0,1764895438.576928,1764895442.1584551,,,0.0,1.0,0.0,181,0.5445410343002886,0.6204396102424654,0.5404658507698381,0.7281914893617021
"('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'SVC(C=1026.961387991838, class_weight=None, kernel=linear, max_iter=3000, probability=True, shrinking=False)'))",0.48332033018334086,0.7477296390925697,8.863683367438746,0.6924994057047688,"(('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(522)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155309263b50>,99.0,1764895438.0196505,1764895458.041785,,,2.0,3.0,2.0,522,0.48586628825601014,0.5540179090591929,0.4922504649721017,0.6335106382978724
"('SequentialPipeline', 'FeatureSetSelector(230)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=None, criterion=gini, max_features=0.38374728587908014, min_samples_leaf=5, min_samples_split=11, n_estimators=128)'))",0.5745472711068357,0.9924147499706968,11.176307381537937,1.0367785308715778,"(('SequentialPipeline', 'FeatureSetSelector(230)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(230)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15531b1bfd60>,99.0,1764895437.2486413,1764895443.1358523,,,3.0,3.0,3.0,230,0.5501691404778284,0.569701646090535,0.5515438247011952,0.589095744680851
"('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=dart, class_weight=None, max_depth=6, n_estimators=31, n_jobs=1, num_leaves=226, verbose=-1)'))",0.5741358504979629,0.5325895052457668,7.315636381544529,0.3106086938587729,"(('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(181)', ('SequentialPipeline', 'MaxAbsScaler()', 'Passthrough()', frozenset({'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)', 'FeatureUnion', 'Binarizer(threshold=0.17921866792436736)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553c149e080>,99.0,1764895437.0339162,1764895440.5565474,,,0.0,1.0,0.0,181,0.5492588338492627,0.6335540838852097,0.5415094339622641,0.7632978723404256
"('SequentialPipeline', 'FeatureSetSelector(355)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)'))",0.5760423975780896,0.593814207136682,7.15243957582968,0.4175207718714128,"(('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553189694e0>,99.0,1764895436.6341832,1764895439.5664556,,,1.0,1.0,1.0,355,0.5512827988313239,0.5538910247911971,0.5522072429288924,0.5555851063829788
"('SequentialPipeline', 'FeatureSetSelector(23)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5312524403010412,0.3246542661600795,6.434333890603562,0.2534725342317462,"(('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(287)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155295bc3430>,99.0,1764895436.4544358,1764895438.6822805,,,0.0,0.0,0.0,23,0.5234534093472663,0.5207496653279786,0.5242587601078167,0.5172872340425532
"('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5767746293571752,0.8267986295009595,8.635348525428702,0.7156384971258551,"(('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cea444d30>,99.0,1764895435.9375224,1764895439.7533357,,,3.0,3.0,2.0,173,0.5478910477159912,0.5636245954692557,0.5490542244640605,0.5789893617021277
"('SequentialPipeline', 'FeatureSetSelector(47)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.563184840425532,0.7785661461073038,8.596940228194578,0.7753530238827815,"(('SequentialPipeline', 'FeatureSetSelector(492)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(492)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0034220803856709198)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cdc96d900>,99.0,1764895435.7629046,1764895438.868331,,,2.0,2.0,3.0,47,0.5372085349488986,0.5817823246641193,0.5421548357454629,0.6276595744680851
"('SequentialPipeline', 'FeatureSetSelector(285)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5670192253282028,0.6660545794253356,7.731059857568521,0.4374362762251665,"(('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(173)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553474a2920>,99.0,1764895435.53781,1764895437.929222,,,1.0,1.0,1.0,285,0.5492077533028147,0.5480642612588886,0.5427751695357329,0.5534574468085106
"('SequentialPipeline', 'FeatureSetSelector(385)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5614791760977819,0.814931933484265,8.835388805869162,0.7949691250220677,"(('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553e33d5360>,99.0,1764895435.1719074,1764895438.8662515,,,3.0,3.0,3.0,385,0.5364216222439981,0.5504610988440057,0.5379537953795379,0.5635638297872341
"('SequentialPipeline', 'FeatureSetSelector(53)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5585117700316885,0.566826656696351,7.470991293439649,0.5018643371192294,"(('SequentialPipeline', 'FeatureSetSelector(17)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(17)', ('SequentialPipeline', 'MaxAbsScaler()', ('WrapperPipeline', 'SelectFromModel(threshold=0.0017015719304180094)', 'ExtraTreesClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.03853062382767825, min_samples_leaf=6, min_samples_split=2, n_estimators=100, n_jobs=1)'), 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x155334859f60>,99.0,1764895435.0584748,1764895440.1577108,,,0.0,1.0,1.0,53,0.547964084624568,0.5452206355332562,0.5280338898579616,0.5635638297872341
"('SequentialPipeline', 'FeatureSetSelector(12)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5567446030443639,0.6730626962453162,7.9131020222249155,0.5853647940993615,"(('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(168)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.1488519957103332)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))","ind_mutate , ind_mutate , ind_crossover",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154d2216efb0>,99.0,1764895434.8892877,1764895436.9472733,,,1.0,2.0,2.0,12,0.5391391926341264,0.5447186316751534,0.5350089766606823,0.5547872340425531
