,roc_auc_score,euclidean,canberra,cosine,Parents,Variation_Function,Individual,Generation,Submitted Timestamp,Completed Timestamp,Eval Error,Pareto_Front,pipeline_scores_Euc,pipeline_scores_Canberra,pipeline_scores_cosine,selected_fs,pr_auc,f1_score,precision,recall
"('SequentialPipeline', 'FeatureSetSelector(393)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)'))",0.5790945422136713,0.7807536148520424,9.5550058859831,0.8487230417020574,"(('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(188)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0027966332503637733)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.07412749712693185, min_samples_leaf=16, min_samples_split=11, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154d2386cbb0>,94.0,1764894792.2051885,1764894795.8675122,,,3.0,3.0,3.0,393,0.5512193749258025,0.574500379458639,0.5477568740955138,0.6039893617021277
"('SequentialPipeline', 'FeatureSetSelector(140)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)'))",0.5638741370529652,0.7345481873618741,9.7803447523804,0.9285034635331444,"(('SequentialPipeline', 'FeatureSetSelector(252)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(252)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cc1f42980>,96.0,1764894941.5677798,1764894944.29724,,,2.0,3.0,3.0,140,0.5480386375621606,0.5737745707887534,0.53903693314633,0.6132978723404255
"('SequentialPipeline', 'FeatureSetSelector(168)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.1488519957103332)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.57056197657311,0.6595535759075211,7.330871247200837,0.3727799202353108,"(('SequentialPipeline', 'FeatureSetSelector(168)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(168)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1552f8732ce0>,97.0,1764895039.1482708,1764895042.1055841,,,1.0,1.0,0.0,168,0.5461062323427683,0.5623307979889133,0.545659244433325,0.5800531914893617
"('SequentialPipeline', 'FeatureSetSelector(384)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=None, max_depth=1, n_estimators=99, n_jobs=1, num_leaves=44, verbose=-1)'))",0.5658248571186058,0.6410843215293317,8.376098443014806,0.5216255663742496,"(('SequentialPipeline', 'FeatureSetSelector(384)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(384)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0014732327302502226)', frozenset({'FeatureUnion', 'QuantileTransformer(n_quantiles=1915, output_distribution=uniform)'}), 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=1, n_estimators=95, n_jobs=1, num_leaves=19, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cbdf43940>,97.0,1764895038.0556574,1764895043.3907092,,,1.0,2.0,1.0,384,0.5496535344882106,0.5675022267464054,0.5440351305196389,0.5930851063829787
"('SequentialPipeline', 'FeatureSetSelector(197)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'VarianceThreshold(threshold=0.00701462151072053)', 'Passthrough()', 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=4, n_estimators=25, n_jobs=1, num_leaves=149, verbose=-1)'))",0.5637963657197826,0.7729298497993295,7.005308652734531,0.350479255632961,"(('SequentialPipeline', 'FeatureSetSelector(197)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'VarianceThreshold(threshold=0.00701462151072053)', 'Passthrough()', 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=3, n_estimators=46, n_jobs=1, num_leaves=19, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(197)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'VarianceThreshold(threshold=0.00701462151072053)', 'Passthrough()', 'LGBMClassifier(boosting_type=gbdt, class_weight=balanced, max_depth=3, n_estimators=46, n_jobs=1, num_leaves=19, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553d7714610>,97.0,1764895036.8100045,1764895037.9431112,,,2.0,0.0,0.0,197,0.5448137953122147,0.5822970007315289,0.5375956776226924,0.6351063829787233
"('SequentialPipeline', 'FeatureSetSelector(125)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=82.46476612675707)', 'Passthrough()', 'LGBMClassifier(boosting_type=goss, class_weight=balanced, max_depth=6, n_estimators=29, n_jobs=1, num_leaves=223, verbose=-1)'))",0.5394532311000453,0.9435084240308508,9.134930765499607,0.8525903142398399,"(('SequentialPipeline', 'FeatureSetSelector(171)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=82.46476612675707)', 'Passthrough()', 'LGBMClassifier(boosting_type=goss, class_weight=balanced, max_depth=6, n_estimators=29, n_jobs=1, num_leaves=223, verbose=-1)')), ('SequentialPipeline', 'FeatureSetSelector(171)', ('SequentialPipeline', 'MaxAbsScaler()', 'SelectPercentile(percentile=82.46476612675707)', 'Passthrough()', 'LGBMClassifier(boosting_type=goss, class_weight=balanced, max_depth=6, n_estimators=29, n_jobs=1, num_leaves=223, verbose=-1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x1553c447ead0>,97.0,1764895034.6086626,1764895035.7046278,,,3.0,3.0,3.0,125,0.524104725997453,0.521399730820996,0.5277929155313351,0.5151595744680851
"('SequentialPipeline', 'FeatureSetSelector(187)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)'))",0.5556819403576279,0.5240636107181085,5.911777629995224,0.4064132723091965,"(('SequentialPipeline', 'FeatureSetSelector(252)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')), ('SequentialPipeline', 'FeatureSetSelector(252)', ('SequentialPipeline', 'RobustScaler(q_max=0.7314742009630105, q_min=0.11060124953930647)', 'Passthrough()', 'Passthrough()', 'ExtraTreesClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.5020018152926831, min_samples_leaf=16, min_samples_split=16, n_estimators=100, n_jobs=1)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cbe26be50>,97.0,1764895029.2803757,1764895031.8352354,,,0.0,0.0,0.0,187,0.5401120297192505,0.5237057220708446,0.5368715083798883,0.5111702127659574
"('SequentialPipeline', 'FeatureSetSelector(128)', ('SequentialPipeline', 'RobustScaler(q_max=0.7654983657958327, q_min=0.12441766332060891)', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5513999547306474,0.6615947667888457,9.134794524991802,0.7589101589140971,"(('SequentialPipeline', 'FeatureSetSelector(128)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(128)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cba8ebc10>,97.0,1764895027.1840014,1764895029.7197359,,,1.0,3.0,3.0,128,0.5372164357391624,0.5425227568270481,0.5307888040712468,0.5547872340425531
"('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)'))",0.5912381875282934,0.81255297750292,9.131736757691618,0.748669284111307,"(('SequentialPipeline', 'FeatureSetSelector(454)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(475)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.02279804546670834)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cb8837400>,97.0,1764895018.9244635,1764895022.264417,,,3.0,3.0,3.0,454,0.5600353106068428,0.6020383402086872,0.5535475234270415,0.6598404255319149
"('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5756253536668176,0.7173862002565325,8.736941914836121,0.7917347797152123,"(('SequentialPipeline', 'FeatureSetSelector(338)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.00039115464729928)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(394)', ('SequentialPipeline', 'StandardScaler()', 'VarianceThreshold(threshold=0.0004427191730287263)', frozenset({'QuantileTransformer(n_quantiles=54, output_distribution=uniform)', 'FeatureUnion'}), 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))","ind_crossover , ind_mutate",<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cb88361a0>,97.0,1764895017.7162747,1764895020.608879,,,2.0,3.0,3.0,338,0.5495174735867034,0.5777224642190417,0.5429239766081871,0.6172872340425531
"('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'MinMaxScaler()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5474873387279312,0.3809100358798583,5.472342305410354,0.0605267032994372,"(('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(227)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154cb3497340>,98.0,1764895332.624845,1764895334.5150175,,,0.0,0.0,0.0,227,0.531259225409237,0.5264148407043957,0.5322098396303343,0.5207446808510638
"('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)'))",0.5876467717292893,0.6124102120880281,7.130116645606907,0.4616530191559076,"(('SequentialPipeline', 'FeatureSetSelector(524)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.00014302862140019656)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.17195659569059926, min_samples_leaf=15, min_samples_split=2, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(504)', ('SequentialPipeline', 'MaxAbsScaler()', 'VarianceThreshold(threshold=0.0022136062871442935)', 'Passthrough()', 'RandomForestClassifier(bootstrap=False, class_weight=balanced, criterion=gini, max_features=0.01415372513331812, min_samples_leaf=5, min_samples_split=9, n_estimators=128)')))",ind_crossover,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x154caf5d6470>,99.0,1764895441.3476377,1764895450.8697271,,,1.0,1.0,1.0,504,0.5536871067230037,0.5979557069846678,0.5511440107671601,0.6534574468085106
"('SequentialPipeline', 'FeatureSetSelector(324)', ('SequentialPipeline', 'Passthrough()', 'SelectFwe(alpha=0.015109632994571574)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)'))",0.5473186042892711,0.4196801985596471,6.936671095627725,0.4157861527518428,"(('SequentialPipeline', 'FeatureSetSelector(324)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')), ('SequentialPipeline', 'FeatureSetSelector(324)', ('SequentialPipeline', 'Passthrough()', 'VarianceThreshold(threshold=0.0001044639568115371)', 'Passthrough()', 'RandomForestClassifier(bootstrap=True, class_weight=balanced, criterion=gini, max_features=0.10380302065546222, min_samples_leaf=19, min_samples_split=19, n_estimators=128)')))",ind_mutate,<tpot2.search_spaces.pipelines.sequential.SequentialPipelineIndividual object at 0x15535e81ca30>,99.0,1764895440.8645658,1764895442.8608336,,,0.0,0.0,1.0,324,0.53045541712868,0.5080072413312909,0.533177433498977,0.4851063829787234
